database_id,name,acronym,order,level,color,structure_database_id_path
16827,isthmic vestibulocerebellar nucleus,isVeCb,1331,11,F070FF,/15564/15565/16808/16809/16810/16813/16814/16818/16821/16827/
16828,superficial stratum of cerebellar vermis,CbVs,1332,10,F070FF,/15564/15565/16808/16809/16810/16813/16814/16818/16828/
16829,cortex of cerebellar vermis,CbVCx,1333,11,F070FF,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/
16830,lobule 1 of cerebellar vermis,1Cb,1334,12,F070FF,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16830/
16831,lobule 2 of cerebellar vermis,2Cb,1335,12,F070FF,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16831/
16832,lobule 3 of cerebellar vermis,3Cb,1336,12,F070FF,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16832/
16833,lobule 4 of cerebellar vermis,4Cb,1337,12,F070FF,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16833/
16834,lobule 5 of cerebellar vermis,5Cb,1338,12,F070FF,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16834/
16835,lobule 6 of cerebellar vermis,6Cb,1339,12,F070FF,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16835/
16836,lobule 7 of cerebellar vermis,7Cb,1340,12,F070FF,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16836/
16837,lobule 8 of cerebellar vermis,8Cb,1341,12,F070FF,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16837/
16838,lobule 9 of cerebellar vermis,9Cb,1342,12,F070FF,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16838/
16839,lobule 10 of cerebellar vermis,10Cb,1343,12,F070FF,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16839/
16840,molecular layer of CbVCx,MolV,1344,12,F070FF,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16840/
16841,Purkinje cell layer of CbVCx,PkV,1345,12,D332E6,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16841/
16842,internal granular layer of CbVCx,IGrV,1346,12,BB2CCC,/15564/15565/16808/16809/16810/16813/16814/16818/16828/16829/16842/
16843,dorsolateral (non-cerebellar) part of isA,isADL,1347,6,EA37FF,/15564/15565/16808/16809/16810/16813/16843/
111220612,ventricular zone of isADL,isADLv,1348,9,EA37FF,/15564/15565/16808/16809/16810/16813/16843/111220612/
111220614,mantle zone of isADL,isADLm,1349,9,F070FF,/15564/15565/16808/16809/16810/16813/16843/111220614/
112892309,periventricular stratum of isADL,isADLp,1350,10,F070FF,/15564/15565/16808/16809/16810/16813/16843/111220614/112892309/
112892311,intermediate stratum of isADL,isADLi,1351,10,F070FF,/15564/15565/16808/16809/16810/16813/16843/111220614/112892311/
112892313,superficial stratum of isADL,isADLs,1352,10,F070FF,/15564/15565/16808/16809/16810/16813/16843/111220614/112892313/
16844,parabrachial complex,PBC,1353,7,EA37FF,/15564/15565/16808/16809/16810/16813/16843/16844/
16845,ventricular zone of the PBC,PBv,1354,9,EA37FF,/15564/15565/16808/16809/16810/16813/16843/16844/16845/
16846,mantle zone of the PBC,PBm,1355,9,F070FF,/15564/15565/16808/16809/16810/16813/16843/16844/16846/
16847,periventricular stratum of the PBC,PBp,1356,10,F070FF,/15564/15565/16808/16809/16810/16813/16843/16844/16846/16847/
16848,parabrachial part of the periaqueductal gray,PB-PAG,1357,11,F070FF,/15564/15565/16808/16809/16810/16813/16843/16844/16846/16847/16848/
16849,intermediate stratum of the PBC,PBi,1358,10,F070FF,/15564/15565/16808/16809/16810/16813/16843/16844/16846/16849/
16850,medial parabrachial nucleus,MPB,1359,11,F070FF,/15564/15565/16808/16809/16810/16813/16843/16844/16846/16849/16850/
16851,superficial stratum of the PBC,PBs,1360,10,F070FF,/15564/15565/16808/16809/16810/16813/16843/16844/16846/16851/
16852,lateral parabrachial nucleus,LPB,1361,11,F070FF,/15564/15565/16808/16809/16810/16813/16843/16844/16846/16851/16852/
16853,Koelliker-Fuse nucleus,KF,1362,11,F070FF,/15564/15565/16808/16809/16810/16813/16843/16844/16846/16851/16853/
16854,isthmus proper,Ist,1363,7,EA37FF,/15564/15565/16808/16809/16810/16813/16843/16854/
16855,ventricular zone of Ist,Istv,1364,9,EA37FF,/15564/15565/16808/16809/16810/16813/16843/16854/16855/
16856,mantle zone of Ist,Istm,1365,9,F070FF,/15564/15565/16808/16809/16810/16813/16843/16854/16856/
16857,periventricular stratum of Ist,Istp,1366,10,F070FF,/15564/15565/16808/16809/16810/16813/16843/16854/16856/16857/
16858,isthmic part of the periaqueductal gray,Ist-PAG,1367,11,F070FF,/15564/15565/16808/16809/16810/16813/16843/16854/16856/16857/16858/
16859,intermediate stratum of Ist,Isti,1368,10,F070FF,/15564/15565/16808/16809/16810/16813/16843/16854/16856/16859/
16860,dorsal nucleus of the lateral lemniscus,DLL,1369,11,F070FF,/15564/15565/16808/16809/16810/16813/16843/16854/16856/16859/16860/
16861,superficial stratum of Ist,Ists,1370,10,F070FF,/15564/15565/16808/16809/16810/16813/16843/16854/16856/16861/
16862,parabigeminal nucleus,PBG,1371,11,F070FF,/15564/15565/16808/16809/16810/16813/16843/16854/16856/16861/16862/
16863,perilemniscal isthmic area,PeLA,1372,11,F070FF,/15564/15565/16808/16809/16810/16813/16843/16854/16856/16861/16863/
16864,ventrolateral part of isA,isAVL,1373,6,EA37FF,/15564/15565/16808/16809/16810/16813/16864/
16865,liminal part of alar isthmus,isLim,1374,7,EA37FF,/15564/15565/16808/16809/16810/16813/16864/16865/
16866,ventricular zone of isLim,isLimv,1375,9,EA37FF,/15564/15565/16808/16809/16810/16813/16864/16865/16866/
16867,mantle zone of isLim,isLimm,1376,9,F070FF,/15564/15565/16808/16809/16810/16813/16864/16865/16867/
16868,periventricular stratum of isLim,isLimp,1377,10,F070FF,/15564/15565/16808/16809/16810/16813/16864/16865/16867/16868/
16869,isthmic liminal part of the periaqueductal gray,isLim-PAG,1378,11,F070FF,/15564/15565/16808/16809/16810/16813/16864/16865/16867/16868/16869/
16870,isthmic part of mesencephalic trigeminal nucleus,isMes5,1379,11,F070FF,/15564/15565/16808/16809/16810/16813/16864/16865/16867/16868/16870/
16871,intermediate stratum of isLim,isLimi,1380,10,F070FF,/15564/15565/16808/16809/16810/16813/16864/16865/16867/16871/
16872,microcellular tegmental nucleus,MiTg,1381,11,F070FF,/15564/15565/16808/16809/16810/16813/16864/16865/16867/16871/16872/
16873,isthmic liminal reticular area,isLimRt,1382,11,F070FF,/15564/15565/16808/16809/16810/16813/16864/16865/16867/16871/16873/
16874,superficial stratum of isLim,isLims,1383,10,F070FF,/15564/15565/16808/16809/16810/16813/16864/16865/16867/16874/
16875,isthmic part of the intermediate lateral lemniscal nucleus,isILL,1384,11,F070FF,/15564/15565/16808/16809/16810/16813/16864/16865/16867/16874/16875/
16886,paralemniscal isthmic area,isPaL,1385,11,F070FF,/15564/15565/16808/16809/16810/16813/16864/16865/16867/16874/16886/
16876,isthmic basal plate,isB,1386,5,BB2CCC,/15564/15565/16808/16809/16810/16876/
111220616,ventricular zone of isB,isBv,1387,9,BB2CCC,/15564/15565/16808/16809/16810/16876/111220616/
111220618,mantle zone of isB,isBm,1388,9,D332E6,/15564/15565/16808/16809/16810/16876/111220618/
16877,lateral part of the isB,isBL,1389,7,D332E6,/15564/15565/16808/16809/16810/16876/16877/
16878,ventricular zone of isBL,isBLv,1390,9,BB2CCC,/15564/15565/16808/16809/16810/16876/16877/16878/
16879,mantle zone of isBL,isBLm,1391,9,D332E6,/15564/15565/16808/16809/16810/16876/16877/16879/
16880,periventricular stratum of isBL,isBLp,1392,10,D332E6,/15564/15565/16808/16809/16810/16876/16877/16879/16880/
16881,dorsolateral isthmic part of the dorsal raphe nucleus,isDRDL,1393,11,D332E6,/15564/15565/16808/16809/16810/16876/16877/16879/16880/16881/
112892315,lateral wings of the dorsal raphe nucleus,isDRW,1394,11,D332E6,/15564/15565/16808/16809/16810/16876/16877/16879/16880/112892315/
16882,intermediate stratum of isBL,isBLi,1395,10,D332E6,/15564/15565/16808/16809/16810/16876/16877/16879/16882/
16883,isthmic part of basolateral isthmic reticular formation,isBLRt,1396,11,D332E6,/15564/15565/16808/16809/16810/16876/16877/16879/16882/16883/
16884,retrorubral field,RRF,1397,11,D332E6,/15564/15565/16808/16809/16810/16876/16877/16879/16882/16884/
16885,superficial stratum of isBL,isBLs,1398,10,D332E6,/15564/15565/16808/16809/16810/16876/16877/16879/16885/
16887,intermediate part of isB,isBI,1399,7,BB2CCC,/15564/15565/16808/16809/16810/16876/16877/16887/
16888,ventricular zone of isBI,isBIv,1400,9,BB2CCC,/15564/15565/16808/16809/16810/16876/16877/16887/16888/
16889,mantle zone of isBI,isBIm,1401,9,D332E6,/15564/15565/16808/16809/16810/16876/16877/16887/16889/
16890,periventricular stratum of isBI,isBIp,1402,10,D332E6,/15564/15565/16808/16809/16810/16876/16877/16887/16889/16890/
16891,intermediate isthmic part of the dorsal raphe nucleus,isDRI,1403,11,D332E6,/15564/15565/16808/16809/16810/16876/16877/16887/16889/16890/16891/
16892,isthmic part of mediodorsal tegmental nucleus,isMDTg,1404,11,D332E6,/15564/15565/16808/16809/16810/16876/16877/16887/16889/16890/16892/
16893,intermediate stratum of isBI,isBIi,1405,10,D332E6,/15564/15565/16808/16809/16810/16876/16877/16887/16889/16893/
16894,basointermediate isthmic reticular formation,isBIRt,1406,11,D332E6,/15564/15565/16808/16809/16810/16876/16877/16887/16889/16893/16894/
16895,superficial stratum of isBI,isBIs,1407,10,D332E6,/15564/15565/16808/16809/16810/16876/16877/16887/16889/16895/
16896,"substantia nigra reticulata, isthmic part",isSNR,1408,11,D332E6,/15564/15565/16808/16809/16810/16876/16877/16887/16889/16895/16896/
16897,medial part of the isB,isBM,1409,7,BB2CCC,/15564/15565/16808/16809/16810/16876/16877/16897/
16898,ventricular zone of isBM,isBMv,1410,9,BB2CCC,/15564/15565/16808/16809/16810/16876/16877/16897/16898/
16899,mantle zone of isBM,isBMm,1411,9,D332E6,/15564/15565/16808/16809/16810/16876/16877/16897/16899/
16900,periventricular mantle of isBM,isBMp,1412,10,D332E6,/15564/15565/16808/16809/16810/16876/16877/16897/16899/16900/
16901,ventral isthmic part of dorsal raphe nucleus,isDRV,1413,11,D332E6,/15564/15565/16808/16809/16810/16876/16877/16897/16899/16900/16901/
16902,intermediate mantle of isBM,isBMi,1414,10,D332E6,/15564/15565/16808/16809/16810/16876/16877/16897/16899/16902/
16903,trochlear nucleus,4M,1415,11,D332E6,/15564/15565/16808/16809/16810/16876/16877/16897/16899/16902/16903/
16904,trochlear shell,4Sh,1416,11,D332E6,/15564/15565/16808/16809/16810/16876/16877/16897/16899/16902/16904/
16905,paratrochlear nucleus,Pa4,1417,11,D332E6,/15564/15565/16808/16809/16810/16876/16877/16897/16899/16902/16905/
16906,caudal linear (raphe) nucleus,CLi,1418,11,D332E6,/15564/15565/16808/16809/16810/16876/16877/16897/16899/16902/16906/
16907,superficial mantle of isBM,isBMs,1419,10,D332E6,/15564/15565/16808/16809/16810/16876/16877/16897/16899/16907/
16908,"substantia nigra compacta, isthmic part",isSNC,1420,11,D332E6,/15564/15565/16808/16809/16810/16876/16877/16897/16899/16907/16908/
16909,"interpeduncular nucleus, prodromal part",IPPr,1421,11,D332E6,/15564/15565/16808/16809/16810/16876/16877/16897/16899/16907/16909/
16910,isthmic portion of paranigral nucleus,isPN,1422,11,D332E6,/15564/15565/16808/16809/16810/16876/16877/16897/16899/16907/16910/
16911,isthmic floor plate,isF,1423,5,A427B3,/15564/15565/16808/16809/16810/16911/
16912,ventricular zone of isF,isFv,1424,9,9824A6,/15564/15565/16808/16809/16810/16911/16912/
16913,mantle zone of isF,isFm,1425,9,BB2CCC,/15564/15565/16808/16809/16810/16911/16913/
112892317,periventricular stratum of isF,isFp,1426,10,BB2CCC,/15564/15565/16808/16809/16810/16911/16913/112892317/
112892319,intermediate stratum of isF,isFi,1427,10,BB2CCC,/15564/15565/16808/16809/16810/16911/16913/112892319/
112892321,superficial stratum of isF,isFs,1428,10,BB2CCC,/15564/15565/16808/16809/16810/16911/16913/112892321/
126531028,median part of IPPr,MnIPPr,1429,11,9824A6,/15564/15565/16808/16809/16810/16911/16913/112892321/126531028/
16914,"ventral tegmental area, isthmic part",isVTA,1430,11,9824A6,/15564/15565/16808/16809/16810/16911/16913/112892321/16914/
16915,rhombomere 1,r1,1431,3,EE5DFF,/15564/15565/16808/16809/16915/
16916,r1 roof plate,r1R,1432,5,F5B5FF,/15564/15565/16808/16809/16915/16916/
16917,cerebellar choroid tela,CbCh,1433,11,F5B5FF,/15564/15565/16808/16809/16915/16916/16917/
16918,rhombic lip of r1R,r1RhL,1434,11,F5B5FF,/15564/15565/16808/16809/16915/16916/16918/
16919,r1 alar plate,r1A,1435,5,EE5DFF,/15564/15565/16808/16809/16915/16919/
111220620,ventricular zone of r1A,r1Av,1436,9,EE5DFF,/15564/15565/16808/16809/16915/16919/111220620/
111220622,mantle zone of r1A,r1Am,1437,9,F284FF,/15564/15565/16808/16809/16915/16919/111220622/
16920,cerebellar hemisphere,CbH,1438,7,F284FF,/15564/15565/16808/16809/16915/16919/16920/
16921,external granular layer of CbH,CbH-EGL,1439,11,F284FF,/15564/15565/16808/16809/16915/16919/16920/16921/
16922,ventricular zone of CbH,CbHv,1440,9,EE5DFF,/15564/15565/16808/16809/16915/16919/16920/16922/
16923,rhombic lip of CbH,CbHLip,1441,11,F284FF,/15564/15565/16808/16809/16915/16919/16920/16922/16923/
16924,mantle zone of CbH,CbHm,1442,9,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/
16925,periventricular stratum of CbH,CbHp,1443,10,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16925/
16926,cerebellar white matter,CbHWM,1444,11,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16925/16926/
16927,intermediate stratum of CbH,CbHi,1445,10,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16927/
16928,cerebellar nuclei of CbH,CbHN,1446,11,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/
16929,intermediate (interpositus) cerebellar nucleus,Int,1447,12,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16929/
16930,anterior part of Int,IntA,1448,13,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16929/16930/
16931,dorsolateral part of Int,IntDL,1449,13,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16929/16931/
16932,posterior part of Int,IntP,1450,13,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16929/16932/
16933,lateral (dentate) cerebellar nucleus,Lat,1451,12,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16933/
16934,dorsolateral part of Lat,LatDL,1452,13,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16933/16934/
16935,parvicellular part of Lat,LatPC,1453,13,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16928/16933/16935/
16936,r1 part of vestibulocerebellar nucleus,r1VeCb,1454,11,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16936/
16937,A4 noradrenergic cell group,A4,1455,11,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16927/16937/
16938,superficial stratum of cerebellar hemisphere,CbHs,1456,10,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16938/
16939,cortex of cerebellar hemisphere,CbHCx,1457,11,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/
16940,simple lobule,Sim,1458,12,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16940/
16941,crus 1 of the ansiform lobule,Crus1,1459,12,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16941/
16942,crus 2 of the ansiform lobule,Crus2,1460,12,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16942/
16943,paramedian lobule,PM,1461,12,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16943/
16944,copula of the pyramis,Cop,1462,12,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16944/
16945,paraflocculus,PFl,1463,12,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16945/
16946,flocculus,Fl,1464,12,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16946/
16947,molecular layer of CbHCx,MolH,1465,12,F284FF,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16947/
16948,Purkinje cell layer of CbHCx,PkH,1466,12,D332E6,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16948/
16949,internal granular layer of CbHCx,IGrH,1467,12,BB2CCC,/15564/15565/16808/16809/16915/16919/16920/16924/16938/16939/16949/
16950,r1 part of vestibular sensory column,r1Ve,1468,7,EE5DFF,/15564/15565/16808/16809/16915/16919/16950/
16951,ventricular zone of r1Ve,r1Vev,1469,9,EE5DFF,/15564/15565/16808/16809/16915/16919/16950/16951/
16952,mantle zone of r1Ve,r1Vem,1470,9,F284FF,/15564/15565/16808/16809/16915/16919/16950/16952/
111220624,periventricular stratum of r1Ve,r1Vep,1471,10,F284FF,/15564/15565/16808/16809/16915/16919/16950/16952/111220624/
124372424,r1 part of vestibular nucleus Y,r1Y,1472,11,F284FF,/15564/15565/16808/16809/16915/16919/16950/16952/111220624/124372424/
111220626,intermediate stratum of r1Ve,r1Vei,1473,10,F284FF,/15564/15565/16808/16809/16915/16919/16950/16952/111220626/
16953,r1 part of superior vestibular nucleus,r1SuVe,1474,11,F284FF,/15564/15565/16808/16809/16915/16919/16950/16952/111220626/16953/
111220628,superficial stratum of r1Ve,r1Ves,1475,10,F284FF,/15564/15565/16808/16809/16915/16919/16950/16952/111220628/
16954,r1 part of trigeminal sensory column,r1Tr,1476,7,EE5DFF,/15564/15565/16808/16809/16915/16919/16954/
16955,ventricular zone of r1Tr,r1Trv,1477,9,EE5DFF,/15564/15565/16808/16809/16915/16919/16954/16955/
16956,mantle zone of r1Tr,r1Trm,1478,9,F284FF,/15564/15565/16808/16809/16915/16919/16954/16956/
111220630,periventricular stratum of r1Tr,r1Trp,1479,10,F284FF,/15564/15565/16808/16809/16915/16919/16954/16956/111220630/
111220632,intermediate stratum of r1Tr,r1Tri,1480,10,F284FF,/15564/15565/16808/16809/16915/16919/16954/16956/111220632/
16958,r1 part of dorsal parvicellular reticular formation,r1DPCRt,1481,11,F284FF,/15564/15565/16808/16809/16915/16919/16954/16956/111220632/16958/
111220634,superficial stratum of r1Tr,r1Trs,1482,10,F284FF,/15564/15565/16808/16809/16915/16919/16954/16956/111220634/
16957,r1 part of principal trigeminal sensory nucleus,r1Pr5,1483,11,F284FF,/15564/15565/16808/16809/16915/16919/16954/16956/111220634/16957/
16959,liminal part of alar r1,r1Lim,1484,7,EE5DFF,/15564/15565/16808/16809/16915/16919/16959/
16960,ventricular zone of r1Lim,r1Limv,1485,9,EE5DFF,/15564/15565/16808/16809/16915/16919/16959/16960/
16961,mantle zone of r1Lim,r1Limm,1486,9,F284FF,/15564/15565/16808/16809/16915/16919/16959/16961/
111220636,periventricular stratum of r1Lim,r1Limp,1487,10,F284FF,/15564/15565/16808/16809/16915/16919/16959/16961/111220636/
16963,r1 liminal central gray,r1LimCG,1488,11,F284FF,/15564/15565/16808/16809/16915/16919/16959/16961/111220636/16963/
16964,laterodorsal tegmental nucleus,LDTg,1489,11,F284FF,/15564/15565/16808/16809/16915/16919/16959/16961/111220636/16964/
16966,r1 part of the 'mesencephalic' trigeminal nucleus,r1Mes5,1490,11,F284FF,/15564/15565/16808/16809/16915/16919/16959/16961/111220636/16966/
111220638,intermediate stratum of r1Lim,r1Limi,1491,10,F284FF,/15564/15565/16808/16809/16915/16919/16959/16961/111220638/
16962,r1 part of ventral parvicellular reticular formation,r1VPCRt,1492,11,F284FF,/15564/15565/16808/16809/16915/16919/16959/16961/111220638/16962/
111220640,superficial stratum of r1Lim,r1Lims,1493,10,F284FF,/15564/15565/16808/16809/16915/16919/16959/16961/111220640/
16965,pedunculopontine tegmental nucleus,PPTg,1494,11,F284FF,/15564/15565/16808/16809/16915/16919/16959/16961/111220640/16965/
16967,r1 basal plate,r1B,1495,5,BE4ACC,/15564/15565/16808/16809/16915/16967/
111220642,ventricular zone of r1B,r1Bv,1496,9,BE4ACC,/15564/15565/16808/16809/16915/16967/111220642/
111220644,mantle zone of r1B,r1Bm,1497,9,D654E6,/15564/15565/16808/16809/16915/16967/111220644/
16968,lateral part of r1B,r1BL,1498,7,BE4ACC,/15564/15565/16808/16809/16915/16967/16968/
16969,ventricular zone of r1BL,r1BLv,1499,9,BE4ACC,/15564/15565/16808/16809/16915/16967/16968/16969/
16970,mantle zone of r1BL,r1BLm,1500,9,D654E6,/15564/15565/16808/16809/16915/16967/16968/16970/
16971,periventricular stratum of r1BL,r1BLp,1501,10,D654E6,/15564/15565/16808/16809/16915/16967/16968/16970/16971/
124372428,r1 part of basolateral intermediate zone,r1BLIZ,1502,11,D654E6,/15564/15565/16808/16809/16915/16967/16968/16970/16971/124372428/
16972,locus coeruleus,LC,1503,11,D654E6,/15564/15565/16808/16809/16915/16967/16968/16970/16971/16972/
16973,nucleus of Barrington,Bar,1504,11,D654E6,/15564/15565/16808/16809/16915/16967/16968/16970/16971/16973/
16974,neuropeptide-S nucleus,NPS,1505,11,D654E6,/15564/15565/16808/16809/16915/16967/16968/16970/16971/16974/
16975,intermediate stratum of r1BL,r1BLi,1506,10,D654E6,/15564/15565/16808/16809/16915/16967/16968/16970/16975/
16976,r1 part of central gray,r1CG,1507,11,D654E6,/15564/15565/16808/16809/16915/16967/16968/16970/16975/16976/
16977,supratrigeminal nucleus,Su5,1508,11,D654E6,/15564/15565/16808/16809/16915/16967/16968/16970/16975/16977/
16978,r1 part of basolateral reticular formation,r1BLRt,1509,11,D654E6,/15564/15565/16808/16809/16915/16967/16968/16970/16975/16978/
16981,superficial stratum of r1BL,r1BLs,1510,10,D654E6,/15564/15565/16808/16809/16915/16967/16968/16970/16981/
16979,r1 part of medial paralemniscal nucleus,r1MPL,1511,11,D654E6,/15564/15565/16808/16809/16915/16967/16968/16970/16981/16979/
16980,r1 part of lateral paralemniscal nucleus,r1LPaL,1512,11,D654E6,/15564/15565/16808/16809/16915/16967/16968/16970/16981/16980/
16982,r1 part of intermediate nucleus of the lateral lemniscus,r1ILL,1513,11,D654E6,/15564/15565/16808/16809/16915/16967/16968/16970/16981/16982/
16983,retrorubral nucleus (superficial part of PPTg),RR,1514,11,D654E6,/15564/15565/16808/16809/16915/16967/16968/16970/16981/16983/
16984,intermediate part of r1B,r1BI,1515,7,BE4ACC,/15564/15565/16808/16809/16915/16967/16984/
16985,ventricular zone of r1BI,r1BIv,1516,9,BE4ACC,/15564/15565/16808/16809/16915/16967/16984/16985/
16986,mantle zone of r1BI,r1BIm,1517,9,D654E6,/15564/15565/16808/16809/16915/16967/16984/16986/
16987,periventricular stratum of r1BI,r1BIp,1518,10,D654E6,/15564/15565/16808/16809/16915/16967/16984/16986/16987/
16988,r1 part of basointermediate central gray,r1BICG,1519,11,D654E6,/15564/15565/16808/16809/16915/16967/16984/16986/16987/16988/
16989,r1 part of mediodorsal tegmental nucleus,r1MDTg,1520,11,D654E6,/15564/15565/16808/16809/16915/16967/16984/16986/16987/16989/
124372436,r1 part of BI intermediate zone,r1BIIZ,1521,11,D654E6,/15564/15565/16808/16809/16915/16967/16984/16986/16987/124372436/
16990,intermediate stratum of r1BI,r1BIi,1522,10,D654E6,/15564/15565/16808/16809/16915/16967/16984/16986/16990/
16991,r1 part of basointermediate reticular formation,r1BIRt,1523,11,D654E6,/15564/15565/16808/16809/16915/16967/16984/16986/16990/16991/
16992,"nucleus subcoeruleus, r1 part",r1SubC,1524,11,D654E6,/15564/15565/16808/16809/16915/16967/16984/16986/16990/16992/
16993,superficial stratum of r1BI,r1BIs,1525,10,D654E6,/15564/15565/16808/16809/16915/16967/16984/16986/16993/
124372440,r1 part of lateral pontine nuclei,r1LPn,1526,11,D654E6,/15564/15565/16808/16809/16915/16967/16984/16986/16993/124372440/
16994,medial part of r1B,r1BM,1527,7,BE4ACC,/15564/15565/16808/16809/16915/16967/16994/
16995,ventricular zone of r1BM,r1BMv,1528,9,BE4ACC,/15564/15565/16808/16809/16915/16967/16994/16995/
16996,mantle zone of r1BM,r1BMm,1529,9,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/
16997,periventricular stratum of r1BM,r1BMp,1530,10,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/16997/
16998,r1 part of dorsal raphe nucleus,r1DR,1531,11,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/16997/16998/
16999,sphenoid nucleus,Sph,1532,11,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/16997/16999/
17000,dorsal tegmental nucleus,DTg,1533,11,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/16997/17000/
17001,core part of DTg,DTgC,1534,12,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/16997/17000/17001/
17002,shell part of DTg,DTgS,1535,12,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/16997/17000/17002/
17003,r1 basomedial central gray,r1BMCG,1536,11,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/16997/17003/
17004,intermediate stratum of r1BM,r1BMi,1537,10,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17004/
17005,apical interpeduncular nucleus,IPA,1538,11,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17005/
17006,rhabdoid interpeduncular nucleus,Rbd,1539,11,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17006/
17007,ventral tegmental nucleus,VTg,1540,11,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17007/
17008,anterior tegmental nucleus,ATg,1541,11,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17008/
17009,posterior tegmental nucleus,PTg,1542,11,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17009/
17010,r1 part of paramedian raphe nucleus,r1PMnR,1543,11,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17010/
17011,r1 part of median raphe nucleus,r1MnR,1544,11,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17011/
17012,r1 part of basomedial reticular formation,r1BMRt,1545,11,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17004/17012/
17013,superficial stratum of r1BM,r1BMs,1546,10,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17013/
17014,rostral interpeduncular nucleus,IPR,1547,11,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17014/
17015,dorsomedial interpeduncular nucleus,IPDM,1548,12,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17014/17015/
17016,dorsolateral interpeduncular nucleus,IPDL,1549,12,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17014/17016/
17017,rostrolateral interpeduncular nucleus,IPRL,1550,12,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17014/17017/
17018,caudal interpeduncular nucleus,IPC,1551,11,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17018/
17019,caudodorsomedial interpeduncular nucleus,IPCDM,1552,12,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17018/17019/
17020,caudodorsolateral interpeduncular nucleus,IPCDL,1553,12,D654E6,/15564/15565/16808/16809/16915/16967/16994/16996/17013/17018/17020/
